NODE_1_length_29907_cov_150.822528,QUA25972.1,100.000,4401,0,0,29637,16435,1,4401,0.0,8699,100.00,-1,0
NODE_1_length_29907_cov_150.822528,QUA25972.1,99.804,1023,2,0,14266,11198,5125,6147,0.0,2153,99.80,-3,0
NODE_1_length_29907_cov_150.822528,QUA25972.1,99.846,649,1,0,10297,8351,6448,7096,0.0,1344,99.85,-3,0
NODE_1_length_29907_cov_150.822528,QUA25972.1,99.223,386,3,0,16441,15284,4400,4785,0.0,820,99.22,-3,0
NODE_1_length_29907_cov_150.822528,QUA34400.1,100.000,4401,0,0,29637,16435,1,4401,0.0,8695,100.00,-1,0
NODE_1_length_29907_cov_150.822528,QUA34400.1,99.902,1016,1,0,14266,11219,5125,6140,0.0,2140,99.90,-3,0
NODE_1_length_29907_cov_150.822528,QUA34400.1,100.000,649,0,0,10297,8351,6448,7096,0.0,1345,100.00,-3,0
NODE_1_length_29907_cov_150.822528,QUA34400.1,99.223,386,3,0,16441,15284,4400,4785,0.0,820,99.22,-3,0
NODE_1_length_29907_cov_150.822528,QTC98391.1,99.955,4401,2,0,29637,16435,1,4401,0.0,8694,99.95,-1,0
NODE_1_length_29907_cov_150.822528,QTC98391.1,99.902,1016,1,0,14266,11219,5125,6140,0.0,2142,100.00,-3,0
NODE_1_length_29907_cov_150.822528,QTC98391.1,100.000,649,0,0,10297,8351,6448,7096,0.0,1345,100.00,-3,0
NODE_1_length_29907_cov_150.822528,QTC98391.1,98.964,386,4,0,16441,15284,4400,4785,0.0,817,98.96,-3,0
NODE_1_length_29907_cov_150.822528,QRX53409.1,99.955,4401,2,0,29637,16435,1,4401,0.0,8692,99.98,-1,0
NODE_1_length_29907_cov_150.822528,QRX53409.1,99.902,1016,1,0,14266,11219,5125,6140,0.0,2138,99.90,-3,0
NODE_1_length_29907_cov_150.822528,QRX53409.1,99.846,649,1,0,10297,8351,6448,7096,0.0,1342,99.85,-3,0
NODE_1_length_29907_cov_150.822528,QRX53409.1,99.223,386,3,0,16441,15284,4400,4785,0.0,819,99.22,-3,0
NODE_1_length_29907_cov_150.822528,WCZ71818.1,100.000,4401,0,0,29637,16435,1,4401,0.0,8690,100.00,-1,0
NODE_1_length_29907_cov_150.822528,WCZ71818.1,99.778,2697,6,0,16441,8351,4400,7096,0.0,5666,99.81,-3,0
NODE_1_length_29907_cov_150.822528,XYI09171.1,99.955,4401,2,0,29637,16435,1,4401,0.0,8690,99.95,-1,0
NODE_1_length_29907_cov_150.822528,XYI09171.1,99.852,2697,4,0,16441,8351,4400,7096,0.0,5673,99.85,-3,0
NODE_1_length_29907_cov_150.822528,XYI08885.1,99.955,4401,2,0,29637,16435,1,4401,0.0,8689,99.95,-1,0
NODE_1_length_29907_cov_150.822528,XYI08885.1,99.889,2697,3,0,16441,8351,4400,7096,0.0,5675,99.89,-3,0
NODE_1_length_29907_cov_150.822528,XYI14189.1,99.977,4401,1,0,29637,16435,1,4401,0.0,8689,99.98,-1,0
NODE_1_length_29907_cov_150.822528,XYI14189.1,99.852,2697,4,0,16441,8351,4400,7096,0.0,5672,99.85,-3,0
NODE_1_length_29907_cov_150.822528,XYI14824.1,99.955,4401,2,0,29637,16435,1,4401,0.0,8689,99.95,-1,0
NODE_1_length_29907_cov_150.822528,XYI14824.1,99.815,2697,5,0,16441,8351,4400,7096,0.0,5670,99.81,-3,0
NODE_1_length_29907_cov_150.822528,XYI11079.1,99.955,4401,2,0,29637,16435,1,4401,0.0,8689,99.95,-1,0
NODE_1_length_29907_cov_150.822528,XYI11079.1,99.852,2697,4,0,16441,8351,4400,7096,0.0,5673,99.85,-3,0
NODE_1_length_29907_cov_150.822528,XYI11687.1,99.955,4401,2,0,29637,16435,1,4401,0.0,8689,99.95,-1,0
NODE_1_length_29907_cov_150.822528,XYI11687.1,99.852,2697,4,0,16441,8351,4400,7096,0.0,5673,99.85,-3,0
NODE_1_length_29907_cov_150.822528,XYI10279.1,99.977,4401,1,0,29637,16435,1,4401,0.0,8689,99.98,-1,0
NODE_1_length_29907_cov_150.822528,XYI10279.1,99.852,2697,4,0,16441,8351,4400,7096,0.0,5670,99.85,-3,0
NODE_1_length_29907_cov_150.822528,XYI11223.1,99.955,4401,2,0,29637,16435,1,4401,0.0,8688,99.98,-1,0
NODE_1_length_29907_cov_150.822528,XYI11223.1,99.815,2697,5,0,16441,8351,4400,7096,0.0,5669,99.81,-3,0
NODE_1_length_29907_cov_150.822528,XYI08813.1,99.955,4401,2,0,29637,16435,1,4401,0.0,8688,99.98,-1,0
NODE_1_length_29907_cov_150.822528,XYI08813.1,99.852,2697,4,0,16441,8351,4400,7096,0.0,5672,99.85,-3,0
NODE_1_length_29907_cov_150.822528,QWB14523.1,100.000,4401,0,0,29637,16435,1,4401,0.0,8688,100.00,-1,0
NODE_1_length_29907_cov_150.822528,QWB14523.1,99.889,2697,3,0,16441,8351,4400,7096,0.0,5675,99.89,-3,0
NODE_1_length_29907_cov_150.822528,QWB14247.1,100.000,4401,0,0,29637,16435,1,4401,0.0,8688,100.00,-1,0
NODE_1_length_29907_cov_150.822528,QWB14247.1,99.889,2697,3,0,16441,8351,4400,7096,0.0,5674,99.93,-3,0
NODE_1_length_29907_cov_150.822528,QWB13839.1,100.000,4401,0,0,29637,16435,1,4401,0.0,8688,100.00,-1,0
NODE_1_length_29907_cov_150.822528,QWB13839.1,99.889,2697,3,0,16441,8351,4400,7096,0.0,5676,99.93,-3,0
NODE_1_length_29907_cov_150.822528,XYI09278.1,100.000,4401,0,0,29637,16435,1,4401,0.0,8688,100.00,-1,0
NODE_1_length_29907_cov_150.822528,XYI09278.1,99.815,2697,5,0,16441,8351,4400,7096,0.0,5670,99.89,-3,0
NODE_1_length_29907_cov_150.822528,QWB13323.1,100.000,4401,0,0,29637,16435,1,4401,0.0,8688,100.00,-1,0
NODE_1_length_29907_cov_150.822528,QWB13323.1,99.889,2697,3,0,16441,8351,4400,7096,0.0,5672,99.89,-3,0
NODE_1_length_29907_cov_150.822528,QQY88860.1,100.000,4401,0,0,29637,16435,1,4401,0.0,8688,100.00,-1,0
NODE_1_length_29907_cov_150.822528,QQY88860.1,99.852,2697,4,0,16441,8351,4400,7096,0.0,5671,99.89,-3,0
NODE_1_length_29907_cov_150.822528,XYI14440.1,100.000,4401,0,0,29637,16435,1,4401,0.0,8688,100.00,-1,0
NODE_1_length_29907_cov_150.822528,XYI14440.1,99.740,2697,7,0,16441,8351,4400,7096,0.0,5662,99.78,-3,0
NODE_1_length_29907_cov_150.822528,UEO57721.1,100.000,4401,0,0,29637,16435,1,4401,0.0,8688,100.00,-1,0
NODE_1_length_29907_cov_150.822528,UEO57721.1,99.852,2697,4,0,16441,8351,4400,7096,0.0,5670,99.89,-3,0
NODE_1_length_29907_cov_150.822528,XYI13385.1,100.000,4401,0,0,29637,16435,1,4401,0.0,8688,100.00,-1,0
NODE_1_length_29907_cov_150.822528,XYI13385.1,99.815,2697,5,0,16441,8351,4400,7096,0.0,5668,99.85,-3,0
NODE_1_length_29907_cov_150.822528,XYI13445.1,99.932,4401,3,0,29637,16435,1,4401,0.0,8688,99.95,-1,0
NODE_1_length_29907_cov_150.822528,XYI13445.1,99.889,2697,3,0,16441,8351,4400,7096,0.0,5675,99.89,-3,0
NODE_1_length_29907_cov_150.822528,XYI14117.1,100.000,4401,0,0,29637,16435,1,4401,0.0,8688,100.00,-1,0
NODE_1_length_29907_cov_150.822528,XYI14117.1,99.778,2697,6,0,16441,8351,4400,7096,0.0,5666,99.81,-3,0
NODE_1_length_29907_cov_150.822528,XBR21165.1,100.000,4401,0,0,29637,16435,1,4401,0.0,8688,100.00,-1,0
NODE_1_length_29907_cov_150.822528,XBR21165.1,99.815,2697,5,0,16441,8351,4400,7096,0.0,5668,99.85,-3,0
NODE_1_length_29907_cov_150.822528,XYI77383.1,100.000,4401,0,0,29637,16435,1,4401,0.0,8688,100.00,-1,0
NODE_1_length_29907_cov_150.822528,XYI77383.1,99.852,2697,4,0,16441,8351,4400,7096,0.0,5670,99.89,-3,0
NODE_1_length_29907_cov_150.822528,XYI13757.1,100.000,4401,0,0,29637,16435,1,4401,0.0,8688,100.00,-1,0
NODE_1_length_29907_cov_150.822528,XYI13757.1,99.852,2697,4,0,16441,8351,4400,7096,0.0,5670,99.85,-3,0
NODE_1_length_29907_cov_150.822528,XYI11103.1,100.000,4401,0,0,29637,16435,1,4401,0.0,8688,100.00,-1,0
NODE_1_length_29907_cov_150.822528,XYI11103.1,99.815,2697,5,0,16441,8351,4400,7096,0.0,5671,99.85,-3,0
NODE_1_length_29907_cov_150.822528,XYI14392.1,100.000,4401,0,0,29637,16435,1,4401,0.0,8688,100.00,-1,0
NODE_1_length_29907_cov_150.822528,XYI14392.1,99.815,2697,5,0,16441,8351,4400,7096,0.0,5667,99.81,-3,0
